id,texture
2142,Interface\Icons\trade_archaeology_highborne_artifactfragment
2143,Interface\Icons\Spell_Shadow_SummonFelGuard
2144,Interface\Icons\Spell_Shadow_SoulLeech_3
2145,Interface\Icons\Spell_Shadow_SoulLeech_2
2146,Interface\Icons\Spell_Shadow_SoulLeech_1
2147,Interface\Icons\Spell_Shadow_SoulLeech
2149,Interface\Icons\Spell_Shadow_ShadowMend
2150,Interface\Icons\Spell_Shadow_PainSpike
2151,Interface\Icons\Spell_Shadow_DestructiveSoul
2152,Interface\Icons\Spell_Nature_SkinofEarth
2153,Interface\Icons\Spell_Nature_ShamanRage
2154,Interface\Icons\Spell_Nature_GiftoftheWaterSprit
2155,Interface\Icons\Spell_Nature_ElementalPrecision_2
2156,Interface\Icons\Spell_Nature_ElementalPrecision_1
2157,Interface\Icons\Spell_Nature_ElementalAbsorption
2158,Interface\Icons\Spell_Holy_SurgeofLight
2159,Interface\Icons\Spell_Holy_SummonChampion
2160,Interface\Icons\Spell_Holy_SealofBLood
2161,Interface\Icons\Spell_Holy_ReviveChampion
2162,Interface\Icons\Spell_Holy_ProclaimChampion_02
2163,Interface\Icons\Spell_Holy_ProclaimChampion
2164,Interface\Icons\Spell_Holy_CrusaderStrike
2165,Interface\Icons\Spell_Holy_CrusaderAura
2166,Interface\Icons\Spell_Holy_Crusade
2167,Interface\Icons\Spell_Holy_ChampionsGrace
2168,Interface\Icons\Spell_Holy_ChampionsBond
2169,Interface\Icons\Spell_Holy_BorrowedTime
2170,Interface\Icons\Spell_Holy_ArdentDefender
2171,Interface\Icons\item_azereansphere
2172,Interface\Icons\timelesscoin
2173,Interface\Icons\INV_Misc_Tournaments_Symbol_BloodElf
2174,Interface\Icons\INV_Misc_Token_Thrallmar
2175,Interface\Icons\INV_Misc_Token_HonorHold
2177,Interface\Icons\INV_Misc_Rune_01_Red
2178,Interface\Icons\INV_Misc_Rune_01_Yellow
2179,Interface\Icons\INV_Misc_Rune_01_Purple
2180,Interface\Icons\INV_Misc_Rune_01_Green
2181,Interface\Icons\INV_Misc_EngGizmos_swissArmy
2182,Interface\Icons\INV_Misc_EngGizmos_RocketChicken
2183,Interface\Icons\INV_Misc_Cauldron_Shadow
2184,Interface\Icons\INV_Misc_Cauldron_Nature
2185,Interface\Icons\INV_Misc_Cauldron_Frost
2186,Interface\Icons\INV_Misc_Cauldron_Fire
2187,Interface\Icons\INV_Misc_Cauldron_Arcane
2188,Interface\Icons\INV_MISC_BEER_02
2189,Interface\Icons\INV_MISC_BEER_01
2190,Interface\Icons\Ability_Warrior_WeaponMastery
2191,Interface\Icons\Ability_Warrior_VictoryRush
2192,Interface\Icons\Ability_Warrior_SwordandBoard
2193,Interface\Icons\Ability_Warrior_StrengthOfArms
2194,Interface\Icons\Ability_Warrior_ShieldReflection
2195,Interface\Icons\Ability_Warrior_ShieldMastery
2196,Interface\Icons\Ability_Warrior_ShieldGuard
2197,Interface\Icons\Ability_Warrior_ShieldBreak
2198,Interface\Icons\Ability_Warrior_RallyingCry
2199,Interface\Icons\Ability_Warrior_Intervene
2200,Interface\Icons\Ability_Warrior_ImprovedDisciplines
2201,Interface\Icons\Ability_Warrior_Devastate
2202,Interface\Icons\Ability_Warrior_CriticalBlock
2203,Interface\Icons\Ability_Warrior_CommandingShout
2204,Interface\Icons\Ability_Warlock_DemonicEmpowerment
2205,Interface\Icons\Ability_Warlock_Avoidance
2207,Interface\Icons\Ability_Vehicle_SiegeEngineCharge
2208,Interface\Icons\ability_titankeeper_amalgam
2209,Interface\Icons\Ability_Shaman_WaterShield
2210,Interface\Icons\Ability_Shaman_StormStrike
2211,Interface\Icons\Ability_Shaman_Lavalash
2212,Interface\Icons\Ability_Shaman_Heroism
2213,Interface\Icons\Ability_Rogue_SurpriseAttack
2214,Interface\Icons\Ability_Rogue_ShadowStrikes
2215,Interface\Icons\Ability_Rogue_Shadowstep
2216,Interface\Icons\Ability_Rogue_EnvelopingShadows
2217,Interface\Icons\Ability_Rogue_Disembowel
2218,Interface\Icons\Ability_Rogue_DeviousPoisons
2219,Interface\Icons\ability_rewindtime
2220,Interface\Icons\Ability_Mage_FrostFireBlot
2221,Interface\Icons\Ability_Hunter_SteadyShot
2222,Interface\Icons\Ability_Druid_TreeofLife
2223,Interface\Icons\Ability_Druid_TigersRoar
2224,Interface\Icons\Ability_Druid_Starfall
2225,Interface\Icons\Ability_Druid_PrimalTenacity
2226,Interface\Icons\Ability_Druid_PrimalPrecision
2227,Interface\Icons\Ability_Druid_OwlkinFrenzy
2228,Interface\Icons\Ability_Druid_ManaTree
2229,Interface\Icons\Ability_Druid_GaleWinds
2230,Interface\Icons\Ability_Druid_FlightForm
2231,Interface\Icons\Ability_Druid_Eclipse
2232,Interface\Icons\Ability_Druid_Berserk
2233,Interface\Icons\ability_bossmagistrix_timewarp2
2234,Interface\Icons\Spell_Holy_EmpowerChampion
2235,Interface\Icons\Trade_Survival
2236,Interface\Icons\ability_warlock_incubus
2237,Interface\Icons\ability_druid_lacerate
2238,Interface\Icons\ability_druid_mangle2
2239,Interface\Icons\ability_druid_mastershapeshifter
2240,Interface\Icons\ability_hunter_aspectoftheviper
2241,Interface\Icons\ability_hunter_chimerashot2
2242,Interface\Icons\ability_hunter_cobrastrikes
2243,Interface\Icons\ability_hunter_disarmingshot
2244,Interface\Icons\ability_hunter_forcusedaim
2245,Interface\Icons\ability_hunter_goforthethroat
2246,Interface\Icons\ability_hunter_improvedsteadyshot
2247,Interface\Icons\ability_hunter_improvedtracking
2248,Interface\Icons\ability_hunter_killcommand
2249,Interface\Icons\ability_hunter_pet_warpstalker
2250,Interface\Icons\Ability_Mage_IncantersAbsorbtion
2252,Interface\Icons\ability_mage_livingbomb
2253,Interface\Icons\ability_mount_bigblizzardbear
2254,Interface\Icons\ability_paladin_judgementblue
2255,Interface\Icons\ability_rogue_deadlybrew
2256,Interface\Icons\ability_rogue_disembowel
2257,Interface\Icons\ability_rogue_shadowdance
2258,Interface\Icons\ability_warlock_chaosbolt
2259,Interface\Icons\ability_warlock_demonicpower
2260,Interface\Icons\ability_warlock_demonsoul
2261,Interface\Icons\ability_warlock_moltencore
2262,Interface\Icons\ability_warlock_shadowflame
2263,Interface\Icons\inv_hunterpet_warpstalker
2264,Interface\Icons\INV_Netherwhelp
2265,Interface\Icons\INV_ThrowingKnife_06
2266,Interface\Icons\inv_warpstalkermountbc
2267,Interface\Icons\Spell_Arcane_Blast
2268,Interface\Icons\Spell_Holy_AuraMastery
2269,Interface\Icons\Spell_Shadow_DemonicPact
2270,Interface\Icons\Spell_Shadow_FelMending
2271,Interface\Icons\Spell_Shadow_UnstableAffliction_3
2272,Interface\Icons\Spell_Shaman_AstralShift
2273,Interface\Icons\Spell_Shaman_FeralSpirit
2274,Interface\Icons\Spell_Shaman_ImprovedEarthShield
2275,Interface\Icons\Spell_Shaman_SpiritLink
2276,Interface\Icons\Spell_Shaman_TidalWaves
2277,Interface\Icons\Spell_Shaman_TotemRecall
2278,Interface\Icons\Spell_unused2
2279,Interface\Icons\inv_misc_toy_10
2282,Interface\Icons\Spell_Arcane_PortalStonard
2284,Interface\Icons\Spell_Arcane_TeleportStonard
2285,Interface\Icons\Spell_Arcane_PortalTheramore
2286,Interface\Icons\Spell_Arcane_TeleportTheramore
2287,Interface\Icons\Inv_glyph_majordruid
2288,Interface\Icons\INV_Glyph_MajorDeathKnight
2289,Interface\Icons\INV_Glyph_MajorHunter
2290,Interface\Icons\INV_Glyph_MajorMage
2291,Interface\Icons\INV_Glyph_MajorPaladin
2292,Interface\Icons\INV_Glyph_MajorPriest
2293,Interface\Icons\INV_Glyph_MajorRogue
2294,Interface\Icons\INV_Glyph_MajorShaman
2295,Interface\Icons\INV_Glyph_MajorWarlock
2296,Interface\Icons\INV_Glyph_MajorWarrior
2297,Interface\Icons\INV_Glyph_MinorDeathKnight
2298,Interface\Icons\INV_Glyph_MinorDruid
2299,Interface\Icons\INV_Glyph_MinorHunter
2300,Interface\Icons\INV_Glyph_MinorWarrior
2301,Interface\Icons\INV_Glyph_MinorShaman
2302,Interface\Icons\INV_Glyph_MinorMage
2303,Interface\Icons\INV_Glyph_MinorPaladin
2304,Interface\Icons\INV_Glyph_MinorPriest
2305,Interface\Icons\INV_Glyph_MinorRogue
2306,Interface\Icons\INV_Glyph_MinorWarlock
2307,Interface\Icons\INV_Scroll_15
2310,Interface\Icons\ability_gilnean_raven.blp
2311,Interface\Icons\INV_Misc_Bag_08
2312,Interface\Icons\INV_Letter_13
2313,Interface\Icons\INV_Misc_Basket_01
2314,Interface\Icons\INV_Misc_Gem_Sapphire_03
2315,Interface\Icons\BTNTurtlePendant
2316,Interface\Icons\Ability_Warrior_DecisiveStrike_New
2317,Interface\Icons\inv_misc_boarshead
2318,Interface\Icons\INV_BoarBlue_Mount
2319,Interface\Icons\INV_Misc_MissileSmall_Purple
2320,Interface\Icons\INV_Misc_Idol_01
2321,Interface\Icons\INV_Shoulder_30
2322,Interface\Icons\Ability_Mage_Firestarter
2323,Interface\Icons\btnholyscriptures
2324,Interface\Icons\INV_Misc_Bone_09
2325,Interface\Icons\INV_Sword_31
2326,Interface\Icons\INV_Misc_Dust_Infinite
2327,Interface\Icons\inv_relics_idolofhealth
2328,Interface\Icons\INV_Misc_Herb_02
2329,Interface\Icons\btnorbofdepths
2330,Interface\Icons\INV_Misc_Quiver_03
2331,Interface\Icons\INV_Misc_Book_08
2332,Interface\Icons\INV_Misc_Map_01
2333,Interface\Icons\inv_corgi2
2334,Interface\Icons\INV_Enchant_EssenceMysticalLarge
2335,Interface\Icons\Spell_Mage_FocusingCrystal
2336,Interface\Icons\garrison_weaponupgrade
2337,Interface\Icons\trade_archaeology_highbornesoulmirror
2338,Interface\Icons\inv_jewelry_talisman_fireice
2339,Interface\Icons\inv_misc_book_06
2340,Interface\Icons\ability_warlock_power_overwhelming
2341,Interface\Icons\ability_warrior_stalwartprotector
2342,Interface\Icons\inv_misc_gem_felstone
2343,Interface\Icons\INV_Misc_Quiver_04
2344,Interface\Icons\inv_pet_monkey
2345,Interface\Icons\INV_Misc_Gear_08
2346,Interface\Icons\inv_relics_idolofhealth
2347,Interface\Icons\inv_misc_herb_02
2348,Interface\Icons\INV_misc_organ_02
2349,Interface\Icons\ability_warrior_reprisal
2350,Interface\Icons\INV_Misc_Fish_Turtle_01
2352,Interface\Icons\INV_Misc_Fish_Turtle_03
2353,Interface\Icons\BTNHorseShoe
2354,Interface\Icons\inv_garrison_cargoship
2355,Interface\Icons\Ability_Rogue_DeviousPoisons
2357,Interface\Icons\BTNHeartAmulet
2358,Interface\Icons\INV_MISC_PETMOONKINNE
2359,Interface\Icons\inv_misc_orb_05
2360,Interface\Icons\inv_ore_arcanite_02
2361,Interface\Icons\Inv_stone_08
2362,Interface\Icons\duck_1
2363,Interface\Icons\Ability_Druid_StagForm
2364,Interface\Icons\Ability_Warrior_SwordandBoard
2365,Interface\Icons\spell_bubl1
2366,Interface\Icons\Ability_hunter_pet_hyena
2367,Interface\Icons\Ability_hunter_pet_crocolisk
2368,Interface\Icons\Achievement_Halloween_Cat_01
2369,Interface\Icons\INV_Misc_Book_02
2370,Interface\Icons\spell_coordinated_assault_1
2371,Interface\Icons\spell_coordinated_assault_2
2372,Interface\Icons\spell_lacerate_1
2373,Interface\Icons\spell_lacerate_1A
2374,Interface\Icons\spell_lacerate_1B
2375,Interface\Icons\spell_lacerate_1C
2376,Interface\Icons\spell_lacerate_1D
2377,Interface\Icons\spell_lacerate_2B
2378,Interface\Icons\spell_lacerate_3
2379,Interface\Icons\spell_shattering_javelin_1
2380,Interface\Icons\spell_shattering_javelin_2
2381,Interface\Icons\spell_shadow_of_death_3B
2382,Interface\Icons\spell_call_of_wild_2A2
2383,Interface\Icons\ability_mage_moltenarmor
2384,Interface\Icons\ability_rogue_fleetfooted
2385,Interface\Icons\spell_cloaked_in_shadows_1
2386,Interface\Icons\spell_cloaked_in_shadows_2
2387,Interface\Icons\spell_cloaked_in_shadows_3
2388,Interface\Icons\spell_cloaked_in_shadows_4
2389,Interface\Icons\spell_double_dose_1
2390,Interface\Icons\spell_double_dose_2
2391,Interface\Icons\spell_double_dose_3
2392,Interface\Icons\spell_double_dose_4
2393,Interface\Icons\inv_misc_food_66
2394,Interface\Icons\ability_hunter_goforthethroat
2395,Interface\Icons\spell_smoke_bomb_5
2396,Interface\Icons\earthshaker_slam_11
2397,Interface\Icons\master_strike_1
2398,Interface\Icons\spell_reshift_2
2399,Interface\Icons\inv_enchant_voidsphere
2401,Interface\Icons\inv_yellow_purple_elixir_2
2402,Interface\Icons\inv_green_pink_elixir_1
2403,Interface\Icons\inv_blue_gold_elixir_2
2405,Interface\Icons\spell_portal_alahthalas
2406,Interface\Icons\spell_teleport_alahthalas
2407,Interface\Icons\inv_potion_120
2408,Interface\Icons\inv_potion_106
2409,Interface\Icons\inv_potion_112
2410,Interface\Icons\inv_potion_113
2411,Interface\Icons\inv_potion_114
2412,Interface\Icons\inv_potion_123
2413,Interface\Icons\inv_potion_124
2414,Interface\Icons\inv_potion_115
2415,Interface\Icons\inv_potion_116
2416,Interface\Icons\inv_potion_128
2417,Interface\Icons\inv_misc_monsterscales_28
2418,Interface\Icons\inv_stone_17
2419,Interface\Icons\inv_stone_18
2420,Interface\Icons\inv_potion_142
2421,Interface\Icons\inv_potion_143
2422,Interface\Icons\inv_drink_33
2423,Interface\Icons\inv_potion_141
2424,Interface\Icons\inv_mana_agate_01
2425,Interface\Icons\inv_mana_jade_01
2426,Interface\Icons\inv_mana_citrine_01
2427,Interface\Icons\inv_mana_ruby_01
2428,Interface\Icons\inv_trinket_naxxramas07
2429,Interface\Icons\spell_fire_elemental_totem
2430,Interface\Icons\spell_nature_poisoncleansingtotem
2431,Interface\Icons\spell_frost_summonwaterelemental
2432,Interface\Icons\Spell_shadow_summonvoidwalker
2433,Interface\Icons\spell_holy_devotion
2434,Interface\Icons\spell_holy_greaterblessingsofkings
2435,Interface\Icons\inv_corrosive_01
2436,Interface\Icons\INV_Misc_MonsterScales_01
2438,Interface\Icons\INV_Misc_Pelt_Bear_Ruin_05
2439,Interface\Icons\INV_Misc_Root_01
2441,Interface\Icons\INV_Crate_03
2442,Interface\Icons\INV_Weapon_ShortBlade_09
2443,Interface\Icons\inv_misc_petmoonkinta
2444,Interface\Icons\ability_hunter_pet_moth
2445,Interface\Icons\firefin_fishing_trap_1
2446,Interface\Icons\fishermans_backpack_1
2447,Interface\Icons\hat_of_the_junior_chef_1
2448,Interface\Icons\hat_of_the_junior_chef_2
2449,Interface\Icons\herbalists_knapsack_1
2450,Interface\Icons\miners_rucksack_1
2451,Interface\Icons\nutritious_rations_1
2452,Interface\Icons\nutritious_rations_2
2453,Interface\Icons\oil-powered_cooker_1
2454,Interface\Icons\oil-powered_cooker_3
2455,Interface\Icons\oil-powered_cooker_4
2456,Interface\Icons\prospectors_magnifying_lens_1
2457,Interface\Icons\prospectors_magnifying_lens_2
2458,Interface\Icons\prospectors_magnifying_lens_3
2459,Interface\Icons\sandswept_carrots_1
2460,Interface\Icons\sandswept_carrots_2
2461,Interface\Icons\sandswept_carrots_3
2462,Interface\Icons\sandswept_carrots_4
2463,Interface\Icons\seed_shooter_1
2464,Interface\Icons\seed_shooter_2
2465,Interface\Icons\simple_herbalists_backpack_2
2466,Interface\Icons\skinners_pack_1
2467,Interface\Icons\slowing_bolas_1
2468,Interface\Icons\slowing_bolas_2
2469,Interface\Icons\snap_trap_1
2470,Interface\Icons\snap_trap_2
2471,Interface\Icons\snap_trap_3
2472,Interface\Icons\spiced_berries_1
2473,Interface\Icons\spirited_precision_sickle_1
2474,Interface\Icons\spirited_precision_sickle_2
2475,Interface\Icons\spirited_precision_sickle_3
2476,Interface\Icons\spirited_precision_sickle_4
2477,Interface\Icons\stonescale_fishing_trap_1
2478,Interface\Icons\wildhammer_yams_1
2479,Interface\Icons\wildhammer_yams_2
2480,Interface\Icons\wooden_fishing_traps_1
2481,Interface\Icons\advanced_camouflage_1
2482,Interface\Icons\advanced_camouflage_2
2483,Interface\Icons\adventurers_backpack_1
2484,Interface\Icons\aromatic_berries_1
2485,Interface\Icons\blackmouth_fishing_trap_1
2486,Interface\Icons\bundle_of_oak_sticks_
2487,Interface\Icons\bundle_of_pine_sticks_
2488,Interface\Icons\bundle_of_simple_sticks_1
2489,Interface\Icons\bundle_of_star_wood_sticks_1
2490,Interface\Icons\bundle_of_tropical_sticks_1
2491,Interface\Icons\chef_hat_1
2492,Interface\Icons\chef_hat_2
2493,Interface\Icons\spell_holy_greaterblessingofperil
2494,Interface\Icons\spell_holy_greaterblessingofignorance
2495,Interface\Icons\spell_magic_greaterblessingofpeasants
2496,Interface\Icons\spell_holy_greaterblessingofdamnation
2497,Interface\Icons\spell_holy_greaterblessingoffeebleness
2498,Interface\Icons\inv_misc_monsterscales_07
2499,Interface\Icons\inv_misc_monsterscales_25
2500,Interface\Icons\pollen_burst_2
2501,Interface\Icons\ability_hunter_pet_moth
2502,Interface\Icons\inv_tradeskillitem_03
2503,Interface\Icons\ability_hunter_lockandload
2504,Interface\Icons\INV_Stone_15
2505,Interface\Icons\healing_salve_1
2506,Interface\Icons\major_healing_salve_1
2507,Interface\Icons\potent_healing_salve_1
2508,Interface\Icons\stabilizing_healing_salve_1
2509,Interface\Icons\superior_healing_salve_1
2510,Interface\Icons\weak_healing_salve_1
2511,Interface\Icons\spell_hunter_exoticmunitions_poisoned
2512,Interface\Icons\INV_Misc_Fish_28
2513,Interface\Icons\inv_misc_stonetablet_07
2514,Interface\Icons\inv_misc_stonetablet_02
2515,Interface\Icons\inv_misc_stonetablet_01
2516,Interface\Icons\inv_stone_14
2517,Interface\Icons\inv_stone_08
2518,Interface\Icons\Spell_Arcane_PortalShattrath
2519,Interface\Icons\inv_potion_81
2520,Interface\Icons\spell_shadow_devouringplague
2521,Interface\Icons\earthshaker_slam_16
